time,acc
1.57676,-0.57888
1.57678,-0.18024
1.5768,-0.62854
1.57682,0.10732
1.57684,-0.61061
1.57686,-0.098824
1.57688,-0.61986
1.5769,-0.64596
1.57692,-0.5955
1.57694,-0.88996
1.57696,-0.3931
1.57698,-1.4475
1.577,-0.60033
1.57702,-1.1162
1.57704,-0.64276
1.57706,-0.57293
1.57708,-0.56692
1.5771,-0.28566
1.57712,-0.96221
1.57714,-0.26875
1.57716,-0.9279
1.57718,-0.1012
1.5772,-0.81251
1.57722,-0.43688
1.57724,-0.85085
1.57726,-1.2334
1.57728,-0.34044
1.5773,-1.5336
1.57732,-0.56825
1.57734,-1.9472
1.57736,-1.0935
1.57738,-1.9358
1.5774,-1.8552
1.57742,-1.1259
1.57744,-1.904
1.57746,-0.41515
1.57748,-1.3818
1.5775,-0.40443
1.57752,-0.92173
1.57754,-0.23297
1.57756,-0.68759
1.57758,-0.6095
1.5776,-0.46625
1.57762,-0.99882
1.57764,-0.204
1.57766,-0.58693
1.57768,0.12394
1.5777,-0.43944
1.57772,-0.075467
1.57774,-0.22364
1.57776,-0.25562
1.57778,-0.16373
1.5778,-0.94857
1.57782,-0.24857
1.57784,-1.0171
1.57786,-0.18676
1.57788,-0.79708
1.5779,-0.36812
1.57792,-0.25871
1.57794,-0.68984
1.57796,-0.36242
1.57798,-0.97283
1.578,0.10383
1.57802,-0.73372
1.57804,-0.065719
1.57806,-0.51572
1.57808,-0.73365
1.5781,-0.090643
1.57812,-0.77114
1.57814,0.19032
1.57816,-0.98755
1.57818,-0.016873
1.5782,-0.48552
1.57822,-0.0030722
1.57824,-0.086462
1.57826,-0.59476
1.57828,-0.17541
1.5783,-1.0841
1.57832,-0.013752
1.57834,-1.5647
1.57836,-0.73214
1.57838,-2.0633
1.5784,-1.5662
1.57842,-1.17
1.57844,-2.0034
1.57846,-0.67111
1.57848,-2.1967
1.5785,-0.47346
1.57852,-1.5377
1.57854,-0.24157
1.57856,-0.52551
1.57858,-0.3723
1.5786,-0.15723
1.57862,-0.5872
1.57864,0.40509
1.57866,-0.30563
1.57868,0.27587
1.5787,-0.62844
1.57872,0.05969
1.57874,-0.33899
1.57876,-0.23387
1.57878,0.14804
1.5788,-0.81921
1.57882,0.37471
1.57884,-0.47371
1.57886,0.45761
1.57888,-0.40853
1.5789,-0.26865
1.57892,-0.36832
1.57894,-0.76533
1.57896,-0.074279
1.57898,-0.87508
1.579,0.5271
1.57902,-0.354
1.57904,0.13451
1.57906,-0.19462
1.57908,0.20995
1.5791,-0.043627
1.57912,-0.29951
1.57914,0.59884
1.57916,-0.74275
1.57918,0.36299
1.5792,-0.77712
1.57922,-0.24734
1.57924,-0.41617
1.57926,-0.16866
1.57928,0.035338
1.5793,-0.56757
1.57932,0.5765
1.57934,-0.48945
1.57936,0.61887
1.57938,0.019649
1.5794,0.50687
1.57942,-0.14134
1.57944,-0.58588
1.57946,0.25747
1.57948,-0.92943
1.5795,0.23991
1.57952,-1.0286
1.57954,0.14259
1.57956,-0.69372
1.57958,-0.32913
1.5796,-0.065141
1.57962,0.36039
1.57964,0.48954
1.57966,-0.055739
1.57968,0.71428
1.5797,-0.065789
1.57972,0.11249
1.57974,-0.52469
1.57976,0.22108
1.57978,-0.15713
1.5798,0.069734
1.57982,0.47269
1.57984,-0.065918
1.57986,0.49573
1.57988,0.23929
1.5799,0.9596
1.57992,0.17956
1.57994,0.074981
1.57996,-0.33993
1.57998,-0.25568
1.58,0.40449
1.58002,-0.054384
1.58004,-0.012468
1.58006,-0.28373
1.58008,0.40225
1.5801,-0.093475
1.58012,0.70376
1.58014,0.65309
1.58016,1.0444
1.58018,1.258
1.5802,1.0057
1.58022,0.86744
1.58024,0.55998
1.58026,0.95243
1.58028,0.67966
1.5803,0.8334
1.58032,0.73247
1.58034,0.67465
1.58036,0.73329
1.58038,0.23943
1.5804,0.67575
1.58042,0.31496
1.58044,0.26745
1.58046,0.15665
1.58048,-0.032588
1.5805,0.33887
1.58052,-0.14175
1.58054,0.24878
1.58056,-0.18536
1.58058,0.2966
1.5806,0.17285
1.58062,0.47317
1.58064,0.67229
1.58066,0.10934
1.58068,0.45022
1.5807,0.18569
1.58072,0.83935
1.58074,0.73196
1.58076,0.79434
1.58078,0.5563
1.5808,0.32723
1.58082,0.70415
1.58084,0.41639
1.58086,0.5839
1.58088,0.32609
1.5809,0.51757
1.58092,0.22904
1.58094,0.48192
1.58096,0.25528
1.58098,0.022828
1.581,0.55206
1.58102,0.20983
1.58104,0.61501
1.58106,-0.39338
1.58108,0.11328
1.5811,0.11279
1.58112,0.5229
1.58114,0.70814
1.58116,-0.18963
1.58118,0.14856
1.5812,-0.58869
1.58122,0.36999
1.58124,-0.14066
1.58126,0.20423
1.58128,0.015975
1.5813,-0.14818
1.58132,0.34858
1.58134,-0.26296
1.58136,0.24909
1.58138,-0.57755
1.5814,0.23485
1.58142,0.051778
1.58144,0.46609
1.58146,0.61349
1.58148,0.30737
1.5815,0.54433
1.58152,0.4657
1.58154,1.0125
1.58156,0.63484
1.58158,0.91384
1.5816,0.59964
1.58162,0.75067
1.58164,0.96672
1.58166,0.92324
1.58168,0.91559
1.5817,0.75395
1.58172,1.0982
1.58174,0.32193
1.58176,0.40178
1.58178,0.071725
1.5818,0.15753
1.58182,0.40883
1.58184,0.3332
1.58186,0.3182
1.58188,-0.36707
1.5819,0.27169
1.58192,-0.024888
1.58194,0.41041
1.58196,0.34134
1.58198,0.24634
1.582,0.43933
1.58202,0.039018
1.58204,0.62116
1.58206,-0.2187
1.58208,0.19492
1.5821,-0.19099
1.58212,-0.023886
1.58214,0.1068
1.58216,-0.43619
1.58218,0.19922
1.5822,-0.54936
1.58222,0.27399
1.58224,-0.59488
1.58226,-0.23868
1.58228,-0.34045
1.5823,-0.23577
1.58232,0.37652
1.58234,-0.29563
1.58236,0.32108
1.58238,-0.38979
1.5824,0.38877
1.58242,-0.31934
1.58244,-0.29961
1.58246,-0.43641
1.58248,-1.0279
1.5825,0.074833
1.58252,-1.0326
1.58254,0.042119
1.58256,-1.0522
1.58258,-0.3277
1.5826,-0.25989
1.58262,-0.082737
1.58264,0.26534
1.58266,-0.34507
1.58268,0.5347
1.5827,-0.36568
1.58272,0.37879
1.58274,-0.30944
1.58276,0.16236
1.58278,-0.19099
1.5828,-0.28956
1.58282,-0.038162
1.58284,-0.7371
1.58286,0.00053055
1.58288,-0.61206
1.5829,0.050352
1.58292,-0.48698
1.58294,-0.10846
1.58296,-0.22353
1.58298,-0.32261
1.583,0.30083
1.58302,-0.23423
1.58304,0.57675
1.58306,-0.2174
1.58308,0.50652
1.5831,-0.14661
1.58312,-0.10283
1.58314,0.022911
1.58316,-0.30195
1.58318,0.34361
1.5832,-0.37152
1.58322,0.60435
1.58324,-0.051995
1.58326,0.4102
1.58328,0.073529
1.5833,0.077794
1.58332,0.26708
1.58334,-0.3484
1.58336,0.34413
1.58338,-0.26531
1.5834,0.67002
1.58342,-0.0025456
1.58344,0.49368
1.58346,0.30185
1.58348,0.27867
1.5835,0.76476
1.58352,-0.13173
1.58354,0.55137
1.58356,-0.42047
1.58358,0.19381
1.5836,-0.57933
1.58362,0.015654
1.58364,0.34
1.58366,-0.30349
1.58368,0.67812
1.5837,-0.10026
1.58372,0.93159
1.58374,0.2022
1.58376,0.56341
1.58378,0.011101
1.5838,0.24321
1.58382,0.4775
1.58384,-0.29658
1.58386,0.066112
1.58388,-0.57719
1.5839,0.32774
1.58392,-0.21229
1.58394,0.64577
1.58396,-0.0094813
1.58398,0.010042
1.584,0.40089
1.58402,-0.49675
1.58404,0.2239
1.58406,-0.40917
1.58408,0.6641
1.5841,0.020362
1.58412,0.47292
1.58414,0.092153
1.58416,-0.41732
1.58418,-0.2893
1.5842,-0.81109
1.58422,-0.12601
1.58424,-0.43768
1.58426,0.83706
1.58428,-0.0039263
1.5843,0.52261
1.58432,-0.18597
1.58434,-0.68021
1.58436,-0.047294
1.58438,-0.68199
1.5844,0.39037
1.58442,-0.31593
1.58444,0.034586
1.58446,-0.17896
1.58448,0.027105
1.5845,0.4056
1.58452,0.012392
1.58454,0.41013
1.58456,-0.90628
1.58458,0.2758
1.5846,-0.53225
1.58462,-0.51193
1.58464,-0.71587
1.58466,-0.95761
1.58468,-0.37902
1.5847,-1.2071
1.58472,0.24139
1.58474,-0.71455
1.58476,0.075366
1.58478,-0.53497
1.5848,-0.46302
1.58482,-0.32961
1.58484,-0.58112
1.58486,0.16169
1.58488,-0.63208
1.5849,0.29237
1.58492,-0.37733
1.58494,0.13288
1.58496,-0.20282
1.58498,-0.31888
1.585,0.033071
1.58502,-0.59489
1.58504,0.087722
1.58506,-0.70091
1.58508,0.23961
1.5851,-0.28637
1.58512,0.19151
1.58514,0.0946
1.58516,-0.32627
1.58518,0.3816
1.5852,-0.41999
1.58522,0.21542
1.58524,-0.36681
1.58526,0.18718
1.58528,-0.34633
1.5853,0.023855
1.58532,0.028518
1.58534,-0.2845
1.58536,0.22655
1.58538,-0.47432
1.5854,0.46259
1.58542,0.058104
1.58544,0.6346
1.58546,0.36229
1.58548,0.1302
1.5855,0.88686
1.58552,0.76646
1.58554,1.3087
1.58556,0.77288
1.58558,1.1236
1.5856,0.91825
1.58562,1.0171
1.58564,1.1153
1.58566,1.3075
1.58568,1.2809
1.5857,1.0924
1.58572,1.0674
1.58574,0.69315
1.58576,1.0433
1.58578,0.78409
1.5858,1.2405
1.58582,0.7514
1.58584,0.15825
1.58586,0.60778
1.58588,0.76703
1.5859,0.81943
1.58592,0.59895
1.58594,0.92197
1.58596,0.60705
1.58598,0.40718
1.586,0.65365
1.58602,0.50143
1.58604,0.54303
1.58606,0.52444
1.58608,0.87126
1.5861,0.34289
1.58612,0.63125
1.58614,0.58572
1.58616,0.70241
1.58618,0.6011
1.5862,-0.24979
1.58622,0.45228
1.58624,-0.55685
1.58626,0.004236
1.58628,0.070492
1.5863,0.14951
1.58632,0.14703
1.58634,-0.071614
1.58636,0.39212
1.58638,-0.57563
1.5864,0.25788
1.58642,-0.42429
1.58644,0.049177
1.58646,-0.14053
1.58648,-0.37699
1.5865,0.083895
1.58652,-0.4554
1.58654,0.22624
1.58656,-0.9148
1.58658,-0.050595
1.5866,-0.31027
1.58662,0.09216
1.58664,0.32415
1.58666,0.043616
1.58668,0.44731
1.5867,0.24818
1.58672,0.77861
1.58674,0.7189
1.58676,1.1792
1.58678,0.82722
1.5868,0.95169
1.58682,0.71589
1.58684,0.63098
1.58686,0.61248
1.58688,0.71554
1.5869,1.2294
1.58692,0.84536
1.58694,1.1987
1.58696,0.54144
1.58698,0.60678
1.587,0.36209
1.58702,0.34876
1.58704,0.6068
1.58706,0.10162
1.58708,0.53957
1.5871,0.02372
1.58712,0.54183
1.58714,0.12815
1.58716,0.075366
1.58718,0.080889
1.5872,-0.70377
1.58722,-0.020957
1.58724,-0.86598
1.58726,-0.14019
1.58728,-0.64735
1.5873,-0.35253
1.58732,-0.54486
1.58734,-0.56687
1.58736,-0.31103
1.58738,-1.0643
1.5874,0.13607
1.58742,-0.28782
1.58744,0.14183
1.58746,-0.36289
1.58748,0.25884
1.5875,0.025865
1.58752,0.020118
1.58754,0.042254
1.58756,-0.78329
1.58758,-0.54697
1.5876,-0.7053
1.58762,0.13978
1.58764,-0.23379
1.58766,0.084787
1.58768,0.10691
1.5877,-0.19598
1.58772,0.36206
1.58774,-0.20691
1.58776,0.371
1.58778,-0.31839
1.5878,-0.087926
1.58782,0.12037
1.58784,-0.037892
1.58786,0.56109
1.58788,0.14599
1.5879,0.43169
1.58792,-0.26023
1.58794,0.059266
1.58796,-1.1954
1.58798,-0.6128
1.588,-0.57181
1.58802,-0.53137
1.58804,-0.65214
1.58806,-1.0278
1.58808,-0.57631
1.5881,-0.83842
1.58812,-0.088999
1.58814,-0.97411
1.58816,-0.48244
1.58818,-0.93902
1.5882,-1.2461
1.58822,-0.74179
1.58824,-0.76382
1.58826,-0.13555
1.58828,-0.95846
1.5883,-0.20143
1.58832,-0.73104
1.58834,-0.35893
1.58836,0.076336
1.58838,-0.48371
1.5884,-0.050178
1.58842,-0.013668
1.58844,-0.025042
1.58846,-0.83865
1.58848,-0.10246
1.5885,-0.13912
1.58852,0.14892
1.58854,0.16949
1.58856,-0.050858
1.58858,0.11722
1.5886,-0.4037
1.58862,-0.079224
1.58864,-0.66609
1.58866,0.10875
1.58868,0.17671
1.5887,-0.11055
1.58872,0.20289
1.58874,0.065791
1.58876,0.41088
1.58878,0.45034
1.5888,0.9551
1.58882,0.61024
1.58884,0.62353
1.58886,0.61105
1.58888,0.76176
1.5889,0.80124
1.58892,0.85738
1.58894,1.0248
1.58896,0.96359
1.58898,1.35
1.589,1.0124
1.58902,1.0414
1.58904,0.93442
1.58906,0.97015
1.58908,0.98944
1.5891,0.71954
1.58912,1.028
1.58914,1.0563
1.58916,1.166
1.58918,0.85559
1.5892,1.0503
1.58922,1.0442
1.58924,0.86502
1.58926,1.0513
1.58928,0.83009
1.5893,1.0323
1.58932,0.73978
1.58934,0.73206
1.58936,0.64528
1.58938,0.95063
1.5894,0.84579
1.58942,0.10408
1.58944,0.34422
1.58946,-0.22794
1.58948,-0.027957
1.5895,-0.13942
1.58952,0.09566
1.58954,0.075732
1.58956,-0.097289
1.58958,0.24279
1.5896,-0.61035
1.58962,0.067351
1.58964,-0.29031
1.58966,0.04158
1.58968,-0.43443
1.5897,-0.75436
1.58972,-0.18788
1.58974,-0.83965
1.58976,-0.02361
1.58978,-1.2818
1.5898,-0.48255
1.58982,-1.2244
1.58984,-1.0638
1.58986,-0.56339
1.58988,-1.0437
1.5899,-0.12758
1.58992,-1.5413
1.58994,-0.27255
1.58996,-1.2025
1.58998,-0.49141
1.59,-0.44064
1.59002,-0.40574
1.59004,0.057834
1.59006,-0.3297
1.59008,0.25679
1.5901,-0.60769
1.59012,0.076657
1.59014,-0.59381
1.59016,-0.25967
1.59018,-0.39095
1.5902,-0.261
1.59022,-0.10214
1.59024,-0.78785
1.59026,0.006548
1.59028,-0.75752
1.5903,0.048869
1.59032,-0.48315
1.59034,-0.26594
1.59036,-0.19158
1.59038,-0.3404
1.5904,0.29996
1.59042,-0.20176
1.59044,0.37102
1.59046,-0.49302
1.59048,0.25999
1.5905,-0.20136
1.59052,-0.082596
1.59054,0.1238
1.59056,-0.24817
1.59058,0.42616
1.5906,-0.47061
1.59062,0.48526
1.59064,-0.28266
1.59066,0.10868
1.59068,0.11644
1.5907,0.32417
1.59072,0.78687
1.59074,0.39101
1.59076,0.71236
1.59078,-0.12147
1.5908,0.37368
1.59082,-0.25656
1.59084,0.089347
1.59086,0.30705
1.59088,0.15225
1.5909,0.55168
1.59092,-0.35667
1.59094,0.54115
1.59096,-0.37303
1.59098,0.33566
1.591,0.065502
1.59102,0.19893
1.59104,0.31918
1.59106,0.013028
1.59108,0.88171
1.5911,0.199
1.59112,0.83888
1.59114,0.072778
1.59116,0.2058
1.59118,-0.18489
1.5912,0.27937
1.59122,0.57193
1.59124,0.20169
1.59126,0.6868
1.59128,-0.22518
1.5913,0.45313
1.59132,0.03212
1.59134,0.46522
1.59136,0.33877
1.59138,0.19469
1.5914,0.60315
1.59142,-0.32182
1.59144,0.46578
1.59146,-0.20909
1.59148,0.36951
1.5915,0.015019
1.59152,0.2168
1.59154,0.50798
1.59156,0.27479
1.59158,0.9088
1.5916,0.087651
1.59162,0.90038
1.59164,0.026649
1.59166,0.41801
1.59168,0.05908
1.5917,0.2402
1.59172,0.35345
1.59174,-0.019198
1.59176,0.99346
1.59178,0.32534
1.5918,0.65751
1.59182,0.09862
1.59184,0.4639
1.59186,0.21237
1.59188,0.3609
1.5919,0.80295
1.59192,0.10364
1.59194,0.71017
1.59196,-0.20374
1.59198,0.54316
1.592,0.064031
1.59202,0.1001
1.59204,0.18641
1.59206,-0.11264
1.59208,0.55804
1.5921,0.12717
1.59212,0.8186
1.59214,-0.30801
1.59216,0.24121
1.59218,-0.19284
1.5922,0.21163
1.59222,-0.012378
1.59224,-0.27071
1.59226,0.34125
1.59228,-0.51261
1.5923,0.51245
1.59232,-0.29737
1.59234,0.20082
1.59236,-0.059149
1.59238,-0.2687
1.5924,0.20758
1.59242,-0.1879
1.59244,0.49119
1.59246,-0.25246
1.59248,0.63034
1.5925,0.30915
1.59252,0.74694
1.59254,0.61888
1.59256,0.41643
1.59258,0.17197
1.5926,-0.86144
1.59262,0.38748
1.59264,-0.61431
1.59266,0.0069525
1.59268,-0.32135
1.5927,0.055541
1.59272,0.38232
1.59274,0.35787
1.59276,0.94806
1.59278,0.60686
1.5928,0.96711
1.59282,0.42053
1.59284,0.89332
1.59286,0.12649
1.59288,0.35845
1.5929,0.129
1.59292,0.027208
1.59294,0.65841
1.59296,0.25437
1.59298,0.87704
1.593,0.19903
1.59302,0.62416
1.59304,0.48198
1.59306,0.030322
1.59308,0.32667
1.5931,-0.32112
1.59312,0.25992
1.59314,-0.35829
1.59316,0.13212
1.59318,-0.37548
1.5932,-0.11628
1.59322,-0.42057
1.59324,-0.81017
1.59326,-0.084105
1.59328,-0.80871
1.5933,-0.15104
1.59332,-0.95246
1.59334,-0.32641
1.59336,-0.51505
1.59338,-0.35072
1.5934,-0.18751
1.59342,-0.99419
1.59344,-0.2175
1.59346,-0.825
1.59348,0.14381
1.5935,-0.61143
1.59352,-0.50884
1.59354,-0.62653
1.59356,-1.1463
1.59358,-0.35646
1.5936,-0.96075
1.59362,-0.1527
1.59364,-0.98652
1.59366,-0.26081
1.59368,-0.85511
1.5937,-0.6891
1.59372,-0.52788
1.59374,-0.97597
1.59376,-0.26682
1.59378,-1.0394
1.5938,-0.070933
1.59382,-0.58253
1.59384,-0.17792
1.59386,-0.33647
1.59388,-0.45341
1.5939,-0.20108
1.59392,-1.1042
1.59394,-0.13551
1.59396,-1.2668
1.59398,-0.6849
1.594,-1.6416
1.59402,-1.1977
1.59404,-1.0736
1.59406,-1.8452
1.59408,-0.92398
1.5941,-2.2515
1.59412,-0.92322
1.59414,-1.7923
1.59416,-0.73545
1.59418,-0.72413
1.5942,-0.66124
1.59422,-0.48524
1.59424,-0.97611
1.59426,-0.50153
1.59428,-0.93568
1.5943,0.0337
1.59432,-0.6362
1.59434,-0.096268
1.59436,-0.50661
1.59438,-0.47375
1.5944,-0.16852
1.59442,-0.71792
1.59444,0.136
1.59446,-0.88323
1.59448,-0.17452
1.5945,-0.77827
1.59452,-0.58345
1.59454,-0.6224
1.59456,-1.1016
1.59458,-0.54826
1.5946,-1.06
1.59462,-0.28906
1.59464,-1.2971
1.59466,-0.41236
1.59468,-0.88254
1.5947,-0.35236
1.59472,-0.20154
1.59474,-0.8589
1.59476,-0.47583
1.59478,-1.4122
1.5948,-0.097366
1.59482,-0.62164
1.59484,-0.049182
1.59486,-0.26
1.59488,-0.48062
1.5949,-0.11476
1.59492,-0.71936
1.59494,0.19092
1.59496,-0.86063
1.59498,0.10827
1.595,-1.0858
1.59502,-0.72456
1.59504,-1.0278
1.59506,-1.6233
1.59508,-0.15727
1.5951,-1.7143
1.59512,-0.12063
1.59514,-1.5524
1.59516,-0.49016
1.59518,-0.51742
1.5952,-0.1743
1.59522,-0.17611
1.59524,-0.89531
1.59526,-0.041964
1.59528,-0.82845
1.5953,0.0039599
1.59532,-0.73544
1.59534,0.10606
1.59536,-0.22525
1.59538,0.011165
1.5954,0.031626
1.59542,-0.51647
1.59544,0.068366
1.59546,-0.77117
1.59548,0.16775
1.5955,-0.6674
1.59552,-0.099389
1.59554,-0.20249
1.59556,-0.55931
1.59558,0.23798
1.5956,-0.73701
1.59562,-0.022268
1.59564,-0.97285
1.59566,-0.11206
1.59568,-0.75485
1.5957,-0.21223
1.59572,-0.31308
1.59574,-0.67935
1.59576,0.25873
1.59578,-1.1104
1.5958,0.31372
1.59582,-0.40856
1.59584,-0.10951
1.59586,-0.43736
1.59588,-0.29904
1.5959,-0.087624
1.59592,-0.68723
1.59594,0.46952
1.59596,-1.0327
1.59598,0.12505
1.596,-0.39438
1.59602,-0.18826
1.59604,-0.51164
1.59606,-0.64292
1.59608,-0.14493
1.5961,-1.1082
1.59612,0.11298
1.59614,-1.9099
1.59616,-0.48608
1.59618,-0.9685
1.5962,-0.5322
1.59622,-0.43649
1.59624,-0.5746
1.59626,0.20314
1.59628,-0.53449
1.5963,0.078307
1.59632,-1.1173
1.59634,-0.36848
1.59636,-0.82057
1.59638,-0.24056
1.5964,-0.20546
1.59642,-0.36386
1.59644,-0.31425
1.59646,-0.80028
1.59648,0.36829
1.5965,-0.56805
1.59652,0.11838
1.59654,-0.44803
1.59656,-0.11457
1.59658,-0.083071
1.5966,-0.27621
1.59662,0.14379
1.59664,-0.15807
1.59666,0.24901
1.59668,-0.91782
1.5967,-0.20148
1.59672,-0.22998
1.59674,0.087973
1.59676,0.099943
1.59678,-0.31144
1.5968,0.161
1.59682,0.54697
1.59684,0.92963
1.59686,-0.18521
1.59688,0.1647
1.5969,0.34506
1.59692,0.32776
1.59694,0.53609
1.59696,0.60333
1.59698,0.48062
1.597,-0.25865
1.59702,0.3726
1.59704,0.076952
1.59706,0.076689
1.59708,-0.016989
1.5971,-0.091368
1.59712,0.18682
1.59714,-0.30413
1.59716,-0.055713
1.59718,-0.98969
1.5972,-0.21696
1.59722,-0.31395
1.59724,0.16869
1.59726,0.0093672
1.59728,0.15301
1.5973,0.60566
1.59732,0.4494
1.59734,1.1163
1.59736,0.34269
1.59738,0.90405
1.5974,0.84546
1.59742,1.1024
1.59744,0.68575
1.59746,0.36537
1.59748,0.66379
1.5975,0.31082
1.59752,0.69651
1.59754,0.36858
1.59756,0.52324
1.59758,0.70365
1.5976,0.99205
1.59762,1.299
1.59764,1.072
1.59766,1.2416
1.59768,0.73504
1.5977,1.0614
1.59772,0.94219
1.59774,1.0686
1.59776,0.78539
1.59778,0.53855
1.5978,0.66506
1.59782,0.5012
1.59784,0.90784
1.59786,0.25924
1.59788,0.4839
1.5979,0.29514
1.59792,0.59552
1.59794,0.63048
1.59796,0.43275
1.59798,0.62143
1.598,0.16615
1.59802,0.55372
1.59804,0.30997
1.59806,0.87281
1.59808,0.3308
1.5981,0.5729
1.59812,0.73722
1.59814,0.68697
1.59816,0.92629
1.59818,0.53778
1.5982,0.74784
1.59822,0.63667
1.59824,1.0088
1.59826,0.8158
1.59828,1.0116
1.5983,1.2774
1.59832,0.89885
1.59834,0.86014
1.59836,0.4099
1.59838,0.59354
1.5984,0.34781
1.59842,0.60523
1.59844,0.53195
1.59846,0.30314
1.59848,0.70441
1.5985,-0.045245
1.59852,0.33269
1.59854,-0.12785
1.59856,0.16063
1.59858,-0.10038
1.5986,-0.18008
1.59862,0.11181
1.59864,0.047912
1.59866,0.89368
1.59868,0.077678
1.5987,0.37595
1.59872,-0.27068
1.59874,0.070286
1.59876,0.1253
1.59878,-0.30941
1.5988,0.25867
1.59882,-0.31181
1.59884,0.46381
1.59886,-0.26814
1.59888,-0.047956
1.5989,-0.45106
1.59892,-0.35452
1.59894,-0.37793
1.59896,-0.97017
1.59898,0.13042
1.599,-0.66006
1.59902,0.0038636
1.59904,-0.5329
1.59906,-0.28892
1.59908,-0.79755
1.5991,-1.1724
1.59912,-0.42389
1.59914,-1.059
1.59916,0.65857
1.59918,-0.19618
1.5992,0.46881
1.59922,-0.38465
1.59924,-0.74156
1.59926,-0.67188
1.59928,-1.1473
1.5993,-0.2733
1.59932,-0.92926
1.59934,0.2745
1.59936,-0.19753
1.59938,0.31783
1.5994,0.059549
1.59942,0.028203
1.59944,-0.58744
1.59946,-0.85945
1.59948,-0.28585
1.5995,-1.0929
1.59952,-0.12954
1.59954,-0.38537
1.59956,0.035004
1.59958,-0.23541
1.5996,-0.56299
1.59962,-0.41739
1.59964,-0.66612
1.59966,0.35111
1.59968,-0.36052
1.5997,0.28235
1.59972,-0.3015
1.59974,-0.1723
1.59976,-0.46002
1.59978,-0.61228
1.5998,0.15594
1.59982,-0.64639
1.59984,0.38215
1.59986,-0.22828
1.59988,0.24939
1.5999,-0.26682
1.59992,-0.12801
1.59994,0.27064
1.59996,-0.15458
1.59998,0.26648
1.6,-0.75235
1.60002,0.20103
1.60004,-0.33722
1.60006,0.62007
1.60008,0.53244
1.6001,0.43267
1.60012,0.49763
1.60014,-0.055932
1.60016,0.57477
1.60018,-0.043576
1.6002,0.80024
1.60022,0.58448
1.60024,0.94583
1.60026,0.57784
1.60028,0.025037
1.6003,0.62037
1.60032,-0.10636
1.60034,0.6478
1.60036,-0.29857
1.60038,0.34907
1.6004,-0.055945
1.60042,0.71092
1.60044,1.1295
1.60046,0.47949
1.60048,0.91167
1.6005,0.14755
1.60052,0.99182
1.60054,0.27291
1.60056,0.67137
1.60058,0.3943
1.6006,0.42978
1.60062,0.2107
1.60064,-0.29708
1.60066,0.36318
1.60068,-0.30913
1.6007,1.083
1.60072,0.61219
1.60074,1.1367
1.60076,0.59379
1.60078,-0.11339
1.6008,0.00084523
1.60082,-0.68152
1.60084,0.2585
1.60086,-0.57541
1.60088,0.37611
1.6009,0.33832
1.60092,0.89328
1.60094,0.73514
1.60096,0.48372
1.60098,0.49691
1.601,-0.63059
1.60102,-0.016173
1.60104,-0.99591
1.60106,0.15917
1.60108,0.65422
1.6011,1.0679
1.60112,1.125
1.60114,0.3834
1.60116,0.76233
1.60118,-0.11024
1.6012,0.44356
1.60122,-0.83976
1.60124,-0.21834
1.60126,-0.41578
1.60128,-0.1812
1.6013,0.2069
1.60132,-0.25562
1.60134,0.57323
1.60136,-0.51207
1.60138,0.26352
1.6014,-0.41042
1.60142,-0.12676
1.60144,-0.11949
1.60146,-0.1936
1.60148,0.063826
1.6015,-0.75147
1.60152,0.074204
1.60154,-0.42956
1.60156,0.38256
1.60158,-0.19037
1.6016,0.39891
1.60162,0.34395
1.60164,-0.42486
1.60166,0.2798
1.60168,-0.2688
1.6017,0.47334
1.60172,-0.4215
1.60174,0.18689
1.60176,0.21111
1.60178,0.082398
1.6018,0.3282
1.60182,-0.29816
1.60184,0.27451
1.60186,-0.70314
1.60188,0.16813
1.6019,-0.60253
1.60192,-0.14737
1.60194,-0.10141
1.60196,-0.14002
1.60198,0.51643
1.602,-0.14799
1.60202,0.87322
1.60204,0.12471
1.60206,0.3536
1.60208,-0.15462
1.6021,0.024825
1.60212,0.1386
1.60214,0.11081
1.60216,0.37525
1.60218,-0.4212
1.6022,0.56133
1.60222,0.51586
1.60224,0.80501
1.60226,0.55203
1.60228,0.66274
1.6023,0.75738
1.60232,0.52926
1.60234,0.92635
1.60236,0.53855
1.60238,0.58699
1.6024,0.65085
1.60242,0.83755
1.60244,0.44209
1.60246,0.61742
1.60248,0.81666
1.6025,0.56918
1.60252,1.0325
1.60254,0.86731
1.60256,1.0024
1.60258,0.72541
1.6026,1.0685
1.60262,0.95943
1.60264,0.48258
1.60266,0.7114
1.60268,0.39884
1.6027,0.53827
1.60272,0.39198
1.60274,0.8491
1.60276,0.79538
1.60278,0.94451
1.6028,0.68307
1.60282,0.37549
1.60284,0.96547
1.60286,0.074319
1.60288,0.48836
1.6029,-0.20583
1.60292,-0.22374
1.60294,-0.058224
1.60296,-0.48599
1.60298,0.057564
1.603,-0.68222
1.60302,0.37801
1.60304,-0.63769
1.60306,-0.11966
1.60308,0.20609
1.6031,0.35754
1.60312,0.40547
1.60314,0.12763
1.60316,0.73553
1.60318,-0.41867
1.6032,0.3523
1.60322,-0.45716
1.60324,0.20396
1.60326,0.3602
1.60328,0.13467
1.6033,0.83522
1.60332,0.96434
1.60334,1.2834
1.60336,0.92649
1.60338,1.2703
1.6034,0.63378
1.60342,0.9286
1.60344,0.94336
1.60346,0.77859
1.60348,0.86934
1.6035,0.55662
1.60352,1.0714
1.60354,1.041
